x,y,id,timestamp
700.0,467.0,3-2,2023-01-23 09:04:58.649480
699.0,471.0,3-2,2023-01-23 09:04:58.653099
709.0,492.0,3-2,2023-01-23 09:04:58.660675
714.0,505.0,3-2,2023-01-23 09:04:58.668474
720.0,522.0,3-2,2023-01-23 09:04:58.675237
323.0,478.0,2-3,2023-01-23 09:04:58.729326
329.0,470.0,2-3,2023-01-23 09:04:58.736617
332.0,468.0,2-3,2023-01-23 09:04:58.744578
333.0,469.0,2-3,2023-01-23 09:04:58.750436
331.0,470.0,2-3,2023-01-23 09:04:58.766672
332.0,470.0,2-3,2023-01-23 09:04:58.774836
332.0,469.0,2-3,2023-01-23 09:04:58.780503
332.0,469.0,2-3,2023-01-23 09:04:58.785443
331.0,469.0,2-3,2023-01-23 09:04:58.792894
332.0,469.0,2-3,2023-01-23 09:04:58.801876
332.0,469.0,2-3,2023-01-23 09:04:58.807682
332.0,470.0,2-3,2023-01-23 09:04:58.812984
332.0,470.0,2-3,2023-01-23 09:04:58.818004
332.0,470.0,2-3,2023-01-23 09:04:58.822904
333.0,470.0,2-3,2023-01-23 09:04:58.830644
333.0,472.0,2-3,2023-01-23 09:04:58.837320
332.0,470.0,2-3,2023-01-23 09:04:58.844437
332.0,470.0,2-3,2023-01-23 09:04:58.851081
332.0,470.0,2-3,2023-01-23 09:04:58.855201
333.0,469.0,2-3,2023-01-23 09:04:58.860586
332.0,470.0,2-3,2023-01-23 09:04:58.866079
333.0,470.0,2-3,2023-01-23 09:04:58.876420
332.0,470.0,2-3,2023-01-23 09:04:58.882005
333.0,469.0,2-3,2023-01-23 09:04:58.888295
333.0,470.0,2-3,2023-01-23 09:04:58.894787
333.0,470.0,2-3,2023-01-23 09:04:58.904590
333.0,470.0,2-3,2023-01-23 09:04:58.918204
333.0,471.0,2-3,2023-01-23 09:04:58.940751
333.0,471.0,2-3,2023-01-23 09:04:58.945076
333.0,471.0,2-3,2023-01-23 09:04:58.948863
333.0,471.0,2-3,2023-01-23 09:04:58.957550
333.0,471.0,2-3,2023-01-23 09:04:58.961855
334.0,471.0,2-3,2023-01-23 09:04:58.967342
334.0,471.0,2-3,2023-01-23 09:04:58.975721
334.0,471.0,2-3,2023-01-23 09:04:58.978606
334.0,471.0,2-3,2023-01-23 09:04:58.982018
334.0,471.0,2-3,2023-01-23 09:04:58.988283
334.0,471.0,2-3,2023-01-23 09:04:58.992249
337.0,397.0,3-2,2023-01-23 09:04:59.000007
348.0,388.0,3-2,2023-01-23 09:04:59.007815
358.0,383.0,3-2,2023-01-23 09:04:59.013937
376.0,373.0,3-2,2023-01-23 09:04:59.017924
401.0,356.0,3-2,2023-01-23 09:04:59.023974
403.0,353.0,3-2,2023-01-23 09:04:59.031355
414.0,351.0,3-2,2023-01-23 09:04:59.051002
420.0,346.0,3-2,2023-01-23 09:04:59.058260
434.0,341.0,3-2,2023-01-23 09:04:59.064878
451.0,334.0,3-2,2023-01-23 09:04:59.073740
468.0,330.0,3-2,2023-01-23 09:04:59.083486
482.0,325.0,3-2,2023-01-23 09:04:59.089648
486.0,308.0,3-2,2023-01-23 09:04:59.093034
526.0,320.0,3-2,2023-01-23 09:04:59.095499
540.0,319.0,3-2,2023-01-23 09:04:59.098152
557.0,324.0,3-2,2023-01-23 09:04:59.101935
583.0,334.0,3-2,2023-01-23 09:04:59.105227
593.0,338.0,3-2,2023-01-23 09:04:59.108176
607.0,348.0,3-2,2023-01-23 09:04:59.113962
622.0,362.0,3-2,2023-01-23 09:04:59.119830
627.0,368.0,3-2,2023-01-23 09:04:59.122261
642.0,378.0,3-2,2023-01-23 09:04:59.125448
653.0,394.0,3-2,2023-01-23 09:04:59.127086
659.0,402.0,3-2,2023-01-23 09:04:59.129491
671.0,417.0,3-2,2023-01-23 09:04:59.144967
681.0,434.0,3-2,2023-01-23 09:04:59.146248
690.0,448.0,3-2,2023-01-23 09:04:59.148780
700.0,467.0,3-2,2023-01-23 09:04:59.172220
699.0,471.0,3-2,2023-01-23 09:04:59.181426
709.0,492.0,3-2,2023-01-23 09:04:59.183050
714.0,505.0,3-2,2023-01-23 09:04:59.184484
720.0,522.0,3-2,2023-01-23 09:04:59.196895
724.0,532.0,3-2,2023-01-23 09:04:59.207042
726.0,542.0,3-2,2023-01-23 09:04:59.211939
726.0,547.0,3-2,2023-01-23 09:04:59.221774
323.0,478.0,2-3,2023-01-23 09:04:59.277193
329.0,470.0,2-3,2023-01-23 09:04:59.279189
332.0,468.0,2-3,2023-01-23 09:04:59.282040
333.0,469.0,2-3,2023-01-23 09:04:59.288806
331.0,470.0,2-3,2023-01-23 09:04:59.317212
332.0,470.0,2-3,2023-01-23 09:04:59.329102
332.0,469.0,2-3,2023-01-23 09:04:59.339225
332.0,469.0,2-3,2023-01-23 09:04:59.346196
331.0,469.0,2-3,2023-01-23 09:04:59.353491
332.0,469.0,2-3,2023-01-23 09:04:59.363209
332.0,469.0,2-3,2023-01-23 09:04:59.382398
332.0,470.0,2-3,2023-01-23 09:04:59.389002
332.0,470.0,2-3,2023-01-23 09:04:59.395921
332.0,470.0,2-3,2023-01-23 09:04:59.404858
333.0,470.0,2-3,2023-01-23 09:04:59.414202
333.0,472.0,2-3,2023-01-23 09:04:59.420982
332.0,470.0,2-3,2023-01-23 09:04:59.427829
332.0,470.0,2-3,2023-01-23 09:04:59.451858
332.0,470.0,2-3,2023-01-23 09:04:59.460399
333.0,469.0,2-3,2023-01-23 09:04:59.465815
332.0,470.0,2-3,2023-01-23 09:04:59.471532
333.0,470.0,2-3,2023-01-23 09:04:59.477010
332.0,470.0,2-3,2023-01-23 09:04:59.497382
333.0,469.0,2-3,2023-01-23 09:04:59.509608
333.0,470.0,2-3,2023-01-23 09:04:59.510970
333.0,470.0,2-3,2023-01-23 09:04:59.513966
333.0,470.0,2-3,2023-01-23 09:04:59.531566
333.0,471.0,2-3,2023-01-23 09:04:59.535563
333.0,471.0,2-3,2023-01-23 09:04:59.538268
333.0,471.0,2-3,2023-01-23 09:04:59.547148
333.0,471.0,2-3,2023-01-23 09:04:59.552622
333.0,471.0,2-3,2023-01-23 09:04:59.557068
334.0,471.0,2-3,2023-01-23 09:04:59.561863
334.0,471.0,2-3,2023-01-23 09:04:59.579805
334.0,471.0,2-3,2023-01-23 09:04:59.585047
334.0,471.0,2-3,2023-01-23 09:04:59.588671
334.0,471.0,2-3,2023-01-23 09:04:59.595215
334.0,471.0,2-3,2023-01-23 09:04:59.601044
334.0,471.0,2-3,2023-01-23 09:04:59.605173
336.0,472.0,2-3,2023-01-23 09:04:59.608950
336.0,471.0,2-3,2023-01-23 09:04:59.615558
336.0,471.0,2-3,2023-01-23 09:04:59.619636
337.0,397.0,3-2,2023-01-23 09:04:59.627271
348.0,388.0,3-2,2023-01-23 09:04:59.632202
358.0,383.0,3-2,2023-01-23 09:04:59.636457
376.0,373.0,3-2,2023-01-23 09:04:59.640647
401.0,356.0,3-2,2023-01-23 09:04:59.644049
403.0,353.0,3-2,2023-01-23 09:04:59.650253
414.0,351.0,3-2,2023-01-23 09:04:59.658278
420.0,346.0,3-2,2023-01-23 09:04:59.662780
434.0,341.0,3-2,2023-01-23 09:04:59.667270
451.0,334.0,3-2,2023-01-23 09:04:59.673281
468.0,330.0,3-2,2023-01-23 09:04:59.676631
482.0,325.0,3-2,2023-01-23 09:04:59.679369
486.0,308.0,3-2,2023-01-23 09:04:59.702357
526.0,320.0,3-2,2023-01-23 09:04:59.706324
540.0,319.0,3-2,2023-01-23 09:04:59.710055
557.0,324.0,3-2,2023-01-23 09:04:59.720949
583.0,334.0,3-2,2023-01-23 09:04:59.724763
593.0,338.0,3-2,2023-01-23 09:04:59.728879
607.0,348.0,3-2,2023-01-23 09:04:59.747199
622.0,362.0,3-2,2023-01-23 09:04:59.753059
627.0,368.0,3-2,2023-01-23 09:04:59.763883
642.0,378.0,3-2,2023-01-23 09:04:59.766763
653.0,394.0,3-2,2023-01-23 09:04:59.771540
659.0,402.0,3-2,2023-01-23 09:04:59.776976
671.0,417.0,3-2,2023-01-23 09:04:59.791135
681.0,434.0,3-2,2023-01-23 09:04:59.799085
690.0,448.0,3-2,2023-01-23 09:04:59.809999
700.0,467.0,3-2,2023-01-23 09:04:59.816037
699.0,471.0,3-2,2023-01-23 09:04:59.821030
709.0,492.0,3-2,2023-01-23 09:04:59.826175
714.0,505.0,3-2,2023-01-23 09:04:59.837510
720.0,522.0,3-2,2023-01-23 09:04:59.842513
724.0,532.0,3-2,2023-01-23 09:04:59.850433
726.0,542.0,3-2,2023-01-23 09:04:59.853986
726.0,547.0,3-2,2023-01-23 09:04:59.858706
731.0,550.0,3-2,2023-01-23 09:04:59.865382
732.0,553.0,3-2,2023-01-23 09:04:59.868874
733.0,553.0,3-2,2023-01-23 09:04:59.873986
734.0,552.0,3-2,2023-01-23 09:04:59.883853
323.0,478.0,2-3,2023-01-23 09:04:59.938641
329.0,470.0,2-3,2023-01-23 09:04:59.942582
332.0,468.0,2-3,2023-01-23 09:04:59.949837
333.0,469.0,2-3,2023-01-23 09:04:59.953347
331.0,470.0,2-3,2023-01-23 09:04:59.955961
332.0,470.0,2-3,2023-01-23 09:04:59.958222
332.0,469.0,2-3,2023-01-23 09:04:59.960939
332.0,469.0,2-3,2023-01-23 09:04:59.966314
331.0,469.0,2-3,2023-01-23 09:04:59.970522
332.0,469.0,2-3,2023-01-23 09:04:59.974605
332.0,469.0,2-3,2023-01-23 09:04:59.977969
332.0,470.0,2-3,2023-01-23 09:04:59.997338
332.0,470.0,2-3,2023-01-23 09:05:00.002150
332.0,470.0,2-3,2023-01-23 09:05:00.004930
333.0,470.0,2-3,2023-01-23 09:05:00.015497
333.0,472.0,2-3,2023-01-23 09:05:00.029072
332.0,470.0,2-3,2023-01-23 09:05:00.032232
332.0,470.0,2-3,2023-01-23 09:05:00.034125
332.0,470.0,2-3,2023-01-23 09:05:00.036918
333.0,469.0,2-3,2023-01-23 09:05:00.049164
332.0,470.0,2-3,2023-01-23 09:05:00.050982
333.0,470.0,2-3,2023-01-23 09:05:00.052567
332.0,470.0,2-3,2023-01-23 09:05:00.065613
333.0,469.0,2-3,2023-01-23 09:05:00.067442
333.0,470.0,2-3,2023-01-23 09:05:00.069080
333.0,470.0,2-3,2023-01-23 09:05:00.083085
333.0,470.0,2-3,2023-01-23 09:05:00.086994
333.0,471.0,2-3,2023-01-23 09:05:00.092391
333.0,471.0,2-3,2023-01-23 09:05:00.095360
333.0,471.0,2-3,2023-01-23 09:05:00.120197
333.0,471.0,2-3,2023-01-23 09:05:00.125066
333.0,471.0,2-3,2023-01-23 09:05:00.131615
334.0,471.0,2-3,2023-01-23 09:05:00.147316
334.0,471.0,2-3,2023-01-23 09:05:00.165003
334.0,471.0,2-3,2023-01-23 09:05:00.167662
334.0,471.0,2-3,2023-01-23 09:05:00.177945
334.0,471.0,2-3,2023-01-23 09:05:00.185082
334.0,471.0,2-3,2023-01-23 09:05:00.190688
334.0,471.0,2-3,2023-01-23 09:05:00.194303
336.0,472.0,2-3,2023-01-23 09:05:00.198419
336.0,471.0,2-3,2023-01-23 09:05:00.202286
336.0,471.0,2-3,2023-01-23 09:05:00.208305
336.0,471.0,2-3,2023-01-23 09:05:00.231167
335.0,471.0,2-3,2023-01-23 09:05:00.235147
336.0,471.0,2-3,2023-01-23 09:05:00.240400
337.0,397.0,3-2,2023-01-23 09:05:00.245736
348.0,388.0,3-2,2023-01-23 09:05:00.250881
358.0,383.0,3-2,2023-01-23 09:05:00.255803
376.0,373.0,3-2,2023-01-23 09:05:00.260447
401.0,356.0,3-2,2023-01-23 09:05:00.266592
403.0,353.0,3-2,2023-01-23 09:05:00.271399
414.0,351.0,3-2,2023-01-23 09:05:00.275586
420.0,346.0,3-2,2023-01-23 09:05:00.279230
434.0,341.0,3-2,2023-01-23 09:05:00.283889
451.0,334.0,3-2,2023-01-23 09:05:00.287454
468.0,330.0,3-2,2023-01-23 09:05:00.292198
482.0,325.0,3-2,2023-01-23 09:05:00.295252
486.0,308.0,3-2,2023-01-23 09:05:00.300580
526.0,320.0,3-2,2023-01-23 09:05:00.304502
540.0,319.0,3-2,2023-01-23 09:05:00.308894
557.0,324.0,3-2,2023-01-23 09:05:00.311580
583.0,334.0,3-2,2023-01-23 09:05:00.315440
593.0,338.0,3-2,2023-01-23 09:05:00.318730
607.0,348.0,3-2,2023-01-23 09:05:00.323761
622.0,362.0,3-2,2023-01-23 09:05:00.326146
627.0,368.0,3-2,2023-01-23 09:05:00.327854
642.0,378.0,3-2,2023-01-23 09:05:00.331848
653.0,394.0,3-2,2023-01-23 09:05:00.335469
659.0,402.0,3-2,2023-01-23 09:05:00.349766
671.0,417.0,3-2,2023-01-23 09:05:00.354664
681.0,434.0,3-2,2023-01-23 09:05:00.358692
690.0,448.0,3-2,2023-01-23 09:05:00.362398
700.0,467.0,3-2,2023-01-23 09:05:00.365876
699.0,471.0,3-2,2023-01-23 09:05:00.370739
709.0,492.0,3-2,2023-01-23 09:05:00.374893
714.0,505.0,3-2,2023-01-23 09:05:00.377191
720.0,522.0,3-2,2023-01-23 09:05:00.384243
724.0,532.0,3-2,2023-01-23 09:05:00.397523
726.0,542.0,3-2,2023-01-23 09:05:00.401059
726.0,547.0,3-2,2023-01-23 09:05:00.421671
731.0,550.0,3-2,2023-01-23 09:05:00.427424
732.0,553.0,3-2,2023-01-23 09:05:00.434146
733.0,553.0,3-2,2023-01-23 09:05:00.437945
734.0,552.0,3-2,2023-01-23 09:05:00.442892
735.0,550.0,3-2,2023-01-23 09:05:00.446973
735.0,551.0,3-2,2023-01-23 09:05:00.450721
737.0,550.0,3-2,2023-01-23 09:05:00.453342
337.0,397.0,3-2,2023-01-23 09:05:00.501754
348.0,388.0,3-2,2023-01-23 09:05:00.508860
358.0,383.0,3-2,2023-01-23 09:05:00.514004
376.0,373.0,3-2,2023-01-23 09:05:00.524853
401.0,356.0,3-2,2023-01-23 09:05:00.532015
403.0,353.0,3-2,2023-01-23 09:05:00.538108
414.0,351.0,3-2,2023-01-23 09:05:00.543772
420.0,346.0,3-2,2023-01-23 09:05:00.550945
434.0,341.0,3-2,2023-01-23 09:05:00.573373
451.0,334.0,3-2,2023-01-23 09:05:00.578907
468.0,330.0,3-2,2023-01-23 09:05:00.586271
482.0,325.0,3-2,2023-01-23 09:05:00.593353
486.0,308.0,3-2,2023-01-23 09:05:00.600255
526.0,320.0,3-2,2023-01-23 09:05:00.606685
540.0,319.0,3-2,2023-01-23 09:05:00.612843
557.0,324.0,3-2,2023-01-23 09:05:00.620386
583.0,334.0,3-2,2023-01-23 09:05:00.626513
593.0,338.0,3-2,2023-01-23 09:05:00.632865
607.0,348.0,3-2,2023-01-23 09:05:00.638802
622.0,362.0,3-2,2023-01-23 09:05:00.644961
627.0,368.0,3-2,2023-01-23 09:05:00.651335
642.0,378.0,3-2,2023-01-23 09:05:00.656521
653.0,394.0,3-2,2023-01-23 09:05:00.662053
659.0,402.0,3-2,2023-01-23 09:05:00.666045
671.0,417.0,3-2,2023-01-23 09:05:00.669514
681.0,434.0,3-2,2023-01-23 09:05:00.674510
690.0,448.0,3-2,2023-01-23 09:05:00.682630
700.0,467.0,3-2,2023-01-23 09:05:00.686327
699.0,471.0,3-2,2023-01-23 09:05:00.692579
709.0,492.0,3-2,2023-01-23 09:05:00.703986
714.0,505.0,3-2,2023-01-23 09:05:00.717504
720.0,522.0,3-2,2023-01-23 09:05:00.725135
724.0,532.0,3-2,2023-01-23 09:05:00.729019
726.0,542.0,3-2,2023-01-23 09:05:00.740126
726.0,547.0,3-2,2023-01-23 09:05:00.744292
731.0,550.0,3-2,2023-01-23 09:05:00.767891
732.0,553.0,3-2,2023-01-23 09:05:00.771855
733.0,553.0,3-2,2023-01-23 09:05:00.775197
734.0,552.0,3-2,2023-01-23 09:05:00.777303
735.0,550.0,3-2,2023-01-23 09:05:00.779659
735.0,551.0,3-2,2023-01-23 09:05:00.785244
737.0,550.0,3-2,2023-01-23 09:05:00.793817
738.0,549.0,3-2,2023-01-23 09:05:00.799324
743.0,544.0,3-2,2023-01-23 09:05:00.803820
743.0,540.0,3-2,2023-01-23 09:05:00.811695
337.0,397.0,3-2,2023-01-23 09:05:00.900415
348.0,388.0,3-2,2023-01-23 09:05:00.903729
358.0,383.0,3-2,2023-01-23 09:05:00.907458
376.0,373.0,3-2,2023-01-23 09:05:00.910513
401.0,356.0,3-2,2023-01-23 09:05:00.915079
403.0,353.0,3-2,2023-01-23 09:05:00.918739
414.0,351.0,3-2,2023-01-23 09:05:00.921558
420.0,346.0,3-2,2023-01-23 09:05:00.924122
434.0,341.0,3-2,2023-01-23 09:05:00.926930
451.0,334.0,3-2,2023-01-23 09:05:00.932908
468.0,330.0,3-2,2023-01-23 09:05:00.936559
482.0,325.0,3-2,2023-01-23 09:05:00.940835
486.0,308.0,3-2,2023-01-23 09:05:00.944553
526.0,320.0,3-2,2023-01-23 09:05:00.949023
540.0,319.0,3-2,2023-01-23 09:05:00.950527
557.0,324.0,3-2,2023-01-23 09:05:00.953114
583.0,334.0,3-2,2023-01-23 09:05:00.960496
593.0,338.0,3-2,2023-01-23 09:05:00.964646
607.0,348.0,3-2,2023-01-23 09:05:00.969005
622.0,362.0,3-2,2023-01-23 09:05:00.972582
627.0,368.0,3-2,2023-01-23 09:05:00.977019
642.0,378.0,3-2,2023-01-23 09:05:00.979983
653.0,394.0,3-2,2023-01-23 09:05:00.984463
659.0,402.0,3-2,2023-01-23 09:05:00.989073
671.0,417.0,3-2,2023-01-23 09:05:00.991410
681.0,434.0,3-2,2023-01-23 09:05:00.995283
690.0,448.0,3-2,2023-01-23 09:05:00.997188
700.0,467.0,3-2,2023-01-23 09:05:01.002148
699.0,471.0,3-2,2023-01-23 09:05:01.009489
709.0,492.0,3-2,2023-01-23 09:05:01.011094
714.0,505.0,3-2,2023-01-23 09:05:01.012349
720.0,522.0,3-2,2023-01-23 09:05:01.015201
724.0,532.0,3-2,2023-01-23 09:05:01.018778
726.0,542.0,3-2,2023-01-23 09:05:01.031548
726.0,547.0,3-2,2023-01-23 09:05:01.033312
731.0,550.0,3-2,2023-01-23 09:05:01.034727
732.0,553.0,3-2,2023-01-23 09:05:01.037558
733.0,553.0,3-2,2023-01-23 09:05:01.043112
734.0,552.0,3-2,2023-01-23 09:05:01.046778
735.0,550.0,3-2,2023-01-23 09:05:01.050100
735.0,551.0,3-2,2023-01-23 09:05:01.053949
737.0,550.0,3-2,2023-01-23 09:05:01.055659
738.0,549.0,3-2,2023-01-23 09:05:01.057539
743.0,544.0,3-2,2023-01-23 09:05:01.060208
743.0,540.0,3-2,2023-01-23 09:05:01.062034
744.0,540.0,3-2,2023-01-23 09:05:01.065123
745.0,537.0,3-2,2023-01-23 09:05:01.068420
